
    QWERTY: 63881
    Asset: 36557
    Capewell: 36410
    Colemak: 33875
    Colemacs: 38271
    Dvorak: 43352
    Klausler: 41301
    Minimak: 36466
    Norman: 35061
    QGMLWY: 43001
    Workman: 38474
